timestamp;Buffer;FPS;ReportedBitrate;Resolution;CalcBitrate
1699622860186;0;24;1867;854x480;101669
1699622861186;0;24;1867;854x480;101669
1699622862186;0;18;639;426x240;101669
1699622863186;0;18;639;426x240;101669
1699622864186;0;18;639;426x240;101669
1699622865186;0.922;18;639;426x240;102104
1699622866186;0.123;18;639;426x240;102132
1699622867186;0;18;639;426x240;102132
1699622868185;0;18;639;426x240;102132
1699622869186;0.938;18;639;426x240;102612
1699622870186;0.137;18;639;426x240;102620
1699622871186;3.075;18;639;426x240;102831
1699622872186;5.896;18;639;426x240;102948
1699622873187;4.955;18;639;426x240;103068
1699622874186;3.89;18;639;426x240;103178
1699622875186;2.991;18;639;426x240;103297
1699622876186;2.042;18;639;426x240;103406
1699622877181;4.977;18;639;426x240;103520
1699622878186;3.913;18;639;426x240;103633
1699622879186;3.114;18;639;426x240;103754
1699622880186;2.056;18;639;426x240;103861
1699622881180;4.973;18;639;426x240;103976
1699622882186;3.925;18;639;426x240;104099
1699622883186;3.086;18;639;426x240;104247
1699622884185;2.064;18;639;426x240;104386
1699622885186;0.928;18;639;426x240;104529
1699622886186;0;18;639;426x240;104558
1699622887186;3.022;18;639;426x240;104813
1699622888186;2.079;18;639;426x240;104932
1699622889187;1.022;18;639;426x240;105052
1699622890186;0;18;639;426x240;105070
1699622891186;2.895;18;639;426x240;105298
1699622892186;2.094;18;639;426x240;105406
1699622893186;5.037;18;639;426x240;105522
1699622894186;3.975;18;639;426x240;105631
1699622895181;6.911;18;639;426x240;105739
1699622896186;6.111;18;639;426x240;105863
1699622897186;5.056;18;639;426x240;105984
1699622898186;7.992;18;639;426x240;106101
1699622899186;6.912;18;639;426x240;106216
1699622900186;6.128;18;639;426x240;106323
1699622901186;9.061;18;639;426x240;106441
1699622902181;8.007;18;639;426x240;106554
1699622903186;10.941;18;639;426x240;106658
1699622904186;10.143;18;639;426x240;106775
1699622905179;9.079;18;639;426x240;106903
1699622906187;12.024;18;639;426x240;107040
1699622907186;10.959;18;639;426x240;107145
1699622908186;9.895;18;639;426x240;107298
1699622909186;13.094;18;639;426x240;107433
1699622910186;12.037;18;639;426x240;107586
1699622911179;10.976;18;639;426x240;107698
1699622912184;9.911;18;639;426x240;107812
1699622913186;13.109;18;639;426x240;107924
1699622914179;12.055;18;639;426x240;108038
1699622915186;10.989;18;639;426x240;108166
1699622916187;9.929;18;639;426x240;108281
1699622917181;9.128;18;639;426x240;108400
1699622918186;12.063;18;639;426x240;108544
1699622919187;11.008;18;639;426x240;108648
1699622920186;9.943;18;639;426x240;108760
1699622921187;12.943;18;639;426x240;108867
1699622922186;12.079;18;639;426x240;108982
1699622923186;11.024;18;639;426x240;109089
1699622924186;13.959;18;639;426x240;109200
1699622925187;12.895;18;639;426x240;109325
1699622926186;12.095;18;639;426x240;109441
1699622927186;15.039;18;639;426x240;109588
1699622928179;13.976;18;639;426x240;109705
1699622929186;12.909;18;639;426x240;109822
1699622930186;12.111;18;639;426x240;109936
1699622931186;11.06;24;1867;854x480;110058
1699622932186;9.997;24;1867;854x480;110186
1699622933186;8.934;24;1867;854x480;110315
1699622934186;8.134;24;1867;854x480;110474
1699622935186;6.933;24;1867;854x480;110619
1699622936186;5.958;18;639;426x240;110747
1699622937186;4.948;18;639;426x240;110889
1699622938184;4.149;18;639;426x240;111026
1699622939186;6.927;18;639;426x240;111148
1699622940183;6.03;18;639;426x240;111315
1699622941186;8.965;18;639;426x240;111419
1699622942186;7.901;18;639;426x240;111552
1699622943186;11.101;18;639;426x240;111685
1699622944186;10.046;18;639;426x240;111821
1699622945186;8.984;18;639;426x240;111956
1699622946186;11.917;18;639;426x240;112074
1699622947186;11.068;18;639;426x240;112230
1699622948179;9.98;18;639;426x240;112334
1699622949186;8.997;18;639;426x240;112466
1699622950186;11.928;18;639;426x240;112577
1699622951186;11.128;18;639;426x240;112701
1699622952186;10.069;18;639;426x240;112829
1699622953179;9.013;18;639;426x240;112970
1699622954187;7.945;18;639;426x240;113094
1699622955186;11.133;18;639;426x240;113209
1699622956186;14.005;18;639;426x240;113348
1699622957186;12.982;18;639;426x240;113494
1699622958186;11.965;18;639;426x240;113642
